0,0,0
0.1,0,0
0.2,0,0
0.3,0,0
0.4,0,0
0.5,0,0
0.6,0,0
0.7,0,0
0.8,0,0
0.9,0,0
1,0,0
1.1,0,0
1.2,0,0
1.3,0,0
1.4,0,0
1.5,0,0
1.6,0,0
1.7,0,0
1.8,0,0
1.9,0,0
2,0,0
2,0,0.1
2,0,0.2
2,0,0.3
2,0,0.4
2,0,0.5
2,0,0.6
2,0,0.7
2,0,0.8
2,0,0.9
2,0,1
2,0,1.1
2,0,1.2
2,0,1.3
2,0,1.4
2,0,1.5
2,0,1.6
2,0,1.7
2,0,1.8
2,0,1.9
2,0,2
0,0,2
0.1,0,2
0.2,0,2
0.3,0,2
0.4,0,2
0.5,0,2
0.6,0,2
0.7,0,2
0.8,0,2
0.9,0,2
1,0,2
1.1,0,2
1.2,0,2
1.3,0,2
1.4,0,2
1.5,0,2
1.6,0,2
1.7,0,2
1.8,0,2
1.9,0,2
2,0,2
0,0,0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,0,0.5
0,0,0.6
0,0,0.7
0,0,0.8
0,0,0.9
0,0,1
0,0,1.1
0,0,1.2
0,0,1.3
0,0,1.4
0,0,1.5
0,0,1.6
0,0,1.7
0,0,1.8
0,0,1.9
0,0,2
0,0,0
0.05,0.1,0.05
0.1,0.2,0.1
0.15,0.3,0.15
0.2,0.4,0.2
0.25,0.5,0.25
0.3,0.6,0.3
0.35,0.7,0.35
0.4,0.8,0.4
0.45,0.9,0.45
0.5,1,0.5
0.55,1.1,0.55
0.6,1.2,0.6
0.65,1.3,0.65
0.7,1.4,0.7
0.75,1.5,0.75
0.8,1.6,0.8
0.85,1.7,0.85
0.9,1.8,0.9
0.95,1.9,0.95
1,2,1
2,0,0
1.95,0.1,0.05
1.9,0.2,0.1
1.85,0.3,0.15
1.8,0.4,0.2
1.75,0.5,0.25
1.7,0.6,0.3
1.65,0.7,0.35
1.6,0.8,0.4
1.55,0.9,0.45
1.5,1,0.5
1.45,1.1,0.55
1.4,1.2,0.6
1.35,1.3,0.65
1.3,1.4,0.7
1.25,1.5,0.75
1.2,1.6,0.8
1.15,1.7,0.85
1.1,1.8,0.9
1.05,1.9,0.95
0,0,2
0.05,0.1,1.95
0.1,0.2,1.9
0.15,0.3,1.85
0.2,0.4,1.8
0.25,0.5,1.75
0.3,0.6,1.7
0.35,0.7,1.65
0.4,0.8,1.6
0.45,0.9,1.55
0.5,1,1.5
0.55,1.1,1.45
0.6,1.2,1.4
0.65,1.3,1.35
0.7,1.4,1.3
0.75,1.5,1.25
0.8,1.6,1.2
0.85,1.7,1.15
0.9,1.8,1.1
0.95,1.9,1.05
2,0,2
1.95,0.1,1.95
1.9,0.2,1.9
1.85,0.3,1.85
1.8,0.4,1.8
1.75,0.5,1.75
1.7,0.6,1.7
1.65,0.7,1.65
1.6,0.8,1.6
1.55,0.9,1.55
1.5,1,1.5
1.45,1.1,1.45
1.4,1.2,1.4
1.35,1.3,1.35
1.3,1.4,1.3
1.25,1.5,1.25
1.2,1.6,1.2
1.15,1.7,1.15
1.1,1.8,1.1
1.05,1.9,1.05
